item_id,dept_id,cat_id,store_id,date,sales,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,sell_price,price_change_pct,is_weekend,day_of_week_num,month,year,snap_CA
FOODS_3_064,FOODS_3,FOODS,CA_1,2016-05-19,32,32.0,23.0,26.0,30.714285,28.571428,1.18,0.0,0,3,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_1,2016-05-20,27,32.0,33.0,35.0,32.0,28.785715,1.18,0.0,0,4,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_1,2016-05-21,29,27.0,39.0,38.0,31.142857,28.5,1.18,0.0,1,5,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_1,2016-05-22,23,29.0,45.0,20.0,29.714285,28.178572,1.18,0.0,1,6,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-04-25,14,33.0,11.0,12.0,29.142857,23.107143,1.18,0.0,0,0,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-04-26,29,14.0,23.0,15.0,29.571428,23.178572,1.18,0.0,0,1,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-04-27,15,29.0,26.0,12.0,30.428572,23.678572,1.18,0.0,0,2,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-04-28,22,15.0,53.0,15.0,28.857143,23.785715,1.18,0.0,0,3,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-04-29,29,22.0,30.0,13.0,24.428572,24.035715,1.18,0.0,0,4,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-04-30,40,29.0,28.0,19.0,24.285715,24.607143,1.18,0.0,1,5,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-01,28,40.0,33.0,40.0,26.0,25.357143,1.18,0.0,1,6,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-02,37,28.0,14.0,30.0,25.285715,24.928572,1.18,0.0,0,0,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-03,18,37.0,29.0,16.0,28.571428,25.178572,1.18,0.0,0,1,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-04,30,18.0,15.0,27.0,27.0,25.25,1.18,0.0,0,2,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-05,30,30.0,22.0,29.0,29.142857,25.357143,1.18,0.0,0,3,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-06,27,30.0,29.0,20.0,30.285715,25.392857,1.18,0.0,0,4,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-07,25,27.0,40.0,23.0,30.0,25.642857,1.18,0.0,1,5,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-08,28,25.0,28.0,33.0,27.857143,25.714285,1.18,0.0,1,6,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-09,22,28.0,37.0,22.0,27.857143,25.535715,1.18,0.0,0,0,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-10,22,22.0,18.0,21.0,25.714285,25.535715,1.18,0.0,0,1,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-11,25,22.0,30.0,18.0,26.285715,25.571428,1.18,0.0,0,2,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-12,26,25.0,30.0,16.0,25.571428,25.821428,1.18,0.0,0,3,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-13,25,26.0,27.0,14.0,25.0,26.178572,1.18,0.0,0,4,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-14,43,25.0,25.0,38.0,24.714285,26.571428,1.18,0.0,1,5,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-15,39,43.0,28.0,10.0,27.285715,26.75,1.18,0.0,1,6,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-16,18,39.0,22.0,11.0,28.857143,27.785715,1.18,0.0,0,0,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-17,21,18.0,22.0,23.0,28.285715,28.035715,1.18,0.0,0,1,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-18,27,21.0,25.0,26.0,28.142857,27.964285,1.18,0.0,0,2,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-19,14,27.0,26.0,53.0,28.428572,28.0,1.18,0.0,0,3,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-20,28,14.0,25.0,30.0,26.714285,26.607143,1.18,0.0,0,4,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-21,48,28.0,43.0,28.0,27.142857,26.535715,1.18,0.0,1,5,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_2,2016-05-22,30,48.0,39.0,33.0,27.857143,27.25,1.18,0.0,1,6,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-04-25,12,6.0,13.0,8.0,9.285714,6.214286,1.18,0.0,0,0,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-04-26,1,12.0,16.0,4.0,9.142858,6.357143,1.18,0.0,0,1,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-04-27,5,1.0,12.0,4.0,7.0,6.25,1.18,0.0,0,2,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-04-28,6,5.0,6.0,8.0,6.0,6.285714,1.18,0.0,0,3,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-04-29,3,6.0,8.0,3.0,6.0,6.214286,1.18,0.0,0,4,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-04-30,9,3.0,4.0,5.0,5.285714,6.214286,1.18,0.0,1,5,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-01,3,9.0,6.0,7.0,6.0,6.357143,1.18,0.0,1,6,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-02,1,3.0,12.0,0.0,5.571429,6.214286,1.18,0.0,0,0,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-03,6,1.0,1.0,6.0,4.0,6.25,1.18,0.0,0,1,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-04,2,6.0,5.0,1.0,4.714286,6.25,1.18,0.0,0,2,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-05,4,2.0,6.0,1.0,4.285714,6.285714,1.18,0.0,0,3,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-06,2,4.0,3.0,8.0,4.0,6.392857,1.18,0.0,0,4,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-07,6,2.0,9.0,5.0,3.857143,6.178571,1.18,0.0,1,5,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-08,4,6.0,3.0,1.0,3.4285715,6.214286,1.18,0.0,1,6,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-09,9,4.0,1.0,6.0,3.5714285,6.321429,1.18,0.0,0,0,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-10,9,9.0,6.0,11.0,4.714286,6.428571,1.18,0.0,0,1,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-11,1,9.0,2.0,2.0,5.142857,6.357143,1.18,0.0,0,2,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-12,1,1.0,4.0,2.0,5.0,6.321429,1.18,0.0,0,3,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-13,0,1.0,2.0,3.0,4.571429,6.285714,1.18,0.0,0,4,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-14,2,0.0,6.0,9.0,4.285714,6.178571,1.18,0.0,1,5,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-15,0,2.0,4.0,15.0,3.7142856,5.928571,1.18,0.0,1,6,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-16,6,0.0,9.0,13.0,3.142857,5.392857,1.18,0.0,0,0,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-17,6,6.0,9.0,16.0,2.7142856,5.142857,1.18,0.0,0,1,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-18,4,6.0,1.0,12.0,2.2857144,4.785714,1.18,0.0,0,2,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-19,6,4.0,1.0,6.0,2.7142856,4.5,1.18,0.0,0,3,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-20,5,6.0,0.0,8.0,3.4285715,4.5,1.18,0.0,0,4,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-21,5,5.0,2.0,4.0,4.142857,4.392857,1.18,0.0,1,5,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_3,2016-05-22,1,5.0,0.0,6.0,4.571429,4.428571,1.18,0.0,1,6,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-04-25,26,13.0,13.0,2.0,7.285714,7.5,1.18,0.0,0,0,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-04-26,6,26.0,4.0,5.0,9.142858,8.357142,1.18,0.0,0,1,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-04-27,9,6.0,2.0,8.0,9.428572,8.392858,1.18,0.0,0,2,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-04-28,15,9.0,12.0,4.0,10.428572,8.428572,1.18,0.0,0,3,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-04-29,12,15.0,4.0,8.0,10.857142,8.821428,1.18,0.0,0,4,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-04-30,7,12.0,3.0,9.0,12.0,8.964286,1.18,0.0,1,5,4,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-01,1,7.0,13.0,5.0,12.571428,8.892858,1.18,0.0,1,6,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-02,18,1.0,26.0,13.0,10.857142,8.75,1.18,0.0,0,0,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-03,8,18.0,6.0,4.0,9.714286,8.928572,1.18,0.0,0,1,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-04,5,8.0,9.0,9.0,10.0,9.071428,1.18,0.0,0,2,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-05,1,5.0,15.0,2.0,9.428572,8.928572,1.18,0.0,0,3,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-06,1,1.0,12.0,9.0,7.428571,8.892858,1.18,0.0,0,4,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-07,13,1.0,7.0,6.0,5.857143,8.607142,1.18,0.0,1,5,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-08,8,13.0,1.0,3.0,6.714286,8.857142,1.18,0.0,1,6,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-09,3,8.0,18.0,10.0,7.714286,9.035714,1.18,0.0,0,0,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-10,6,3.0,8.0,5.0,5.571429,8.785714,1.18,0.0,0,1,5,2016,1
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-11,8,6.0,5.0,3.0,5.285714,8.821428,1.18,0.0,0,2,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-12,17,8.0,1.0,13.0,5.714286,9.0,1.18,0.0,0,3,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-13,9,17.0,1.0,10.0,8.0,9.142858,1.18,0.0,0,4,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-14,18,9.0,13.0,20.0,9.142858,9.107142,1.18,0.0,1,5,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-15,5,18.0,8.0,11.0,9.857142,9.035714,1.18,0.0,1,6,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-16,7,5.0,3.0,13.0,9.428572,8.821428,1.18,0.0,0,0,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-17,10,7.0,6.0,4.0,10.0,8.607142,1.18,0.0,0,1,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-18,10,10.0,8.0,2.0,10.571428,8.821428,1.18,0.0,0,2,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-19,8,10.0,17.0,12.0,10.857142,9.107142,1.18,0.0,0,3,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-20,3,8.0,9.0,4.0,9.571428,8.964286,1.18,0.0,0,4,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-21,15,3.0,18.0,3.0,8.714286,8.928572,1.18,0.0,1,5,5,2016,0
FOODS_3_064,FOODS_3,FOODS,CA_4,2016-05-22,9,15.0,5.0,13.0,8.285714,9.357142,1.18,0.0,1,6,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-04-25,48,42.0,30.0,25.0,54.42857,50.82143,1.6,0.0,0,0,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-04-26,35,48.0,45.0,47.0,57.0,51.642857,1.6,0.0,0,1,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-04-27,34,35.0,29.0,23.0,55.57143,51.214287,1.6,0.0,0,2,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-04-28,67,34.0,53.0,21.0,56.285713,51.607143,1.6,0.0,0,3,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-04-29,63,67.0,87.0,72.0,58.285713,53.25,1.6,0.0,0,4,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-04-30,99,63.0,95.0,58.0,54.857143,52.92857,1.6,0.0,1,5,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-01,71,99.0,42.0,54.0,55.42857,54.392857,1.6,0.0,1,6,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-02,59,71.0,48.0,42.0,59.57143,55.0,1.6,0.0,0,0,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-03,35,59.0,35.0,29.0,61.142857,55.607143,1.6,0.0,0,1,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-04,47,35.0,34.0,53.0,61.142857,55.82143,1.6,0.0,0,2,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-05,73,47.0,67.0,39.0,63.0,55.607143,1.6,0.0,0,3,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-06,89,73.0,63.0,42.0,63.857143,56.82143,1.6,0.0,0,4,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-07,104,89.0,99.0,83.0,67.57143,58.5,1.6,0.0,1,5,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-08,77,104.0,71.0,83.0,68.28571,59.25,1.6,0.0,1,6,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-09,72,77.0,59.0,48.0,69.14286,59.035713,1.6,0.0,0,0,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-10,46,72.0,35.0,26.0,71.0,59.892857,1.6,0.0,0,1,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-11,30,46.0,47.0,41.0,72.57143,60.607143,1.6,0.0,0,2,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-12,35,30.0,73.0,44.0,70.14286,60.214287,1.6,0.0,0,3,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-13,77,35.0,89.0,47.0,64.71429,59.892857,1.6,0.0,0,4,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-14,47,77.0,104.0,82.0,63.0,60.964287,1.6,0.0,1,5,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-15,74,47.0,77.0,83.0,54.857143,59.714287,1.6,0.0,1,6,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-16,38,74.0,72.0,30.0,54.42857,59.392857,1.6,0.0,0,0,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-17,42,38.0,46.0,45.0,49.57143,59.67857,1.6,0.0,0,1,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-18,39,42.0,30.0,29.0,49.0,59.57143,1.6,0.0,0,2,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-19,51,39.0,35.0,53.0,50.285713,59.92857,1.6,0.0,0,3,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-20,69,51.0,77.0,87.0,52.57143,59.857143,1.6,0.0,0,4,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-21,67,69.0,47.0,95.0,51.42857,59.214287,1.6,0.0,1,5,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_1,2016-05-22,64,67.0,74.0,42.0,54.285713,58.214287,1.6,0.0,1,6,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-04-25,36,60.0,65.0,50.0,54.57143,48.535713,1.6,0.0,0,0,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-04-26,31,36.0,29.0,18.0,50.42857,48.035713,1.6,0.0,0,1,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-04-27,29,31.0,40.0,30.0,50.714287,48.5,1.6,0.0,0,2,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-04-28,32,29.0,24.0,32.0,49.142857,48.464287,1.6,0.0,0,3,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-04-29,46,32.0,91.0,53.0,50.285713,48.464287,1.6,0.0,0,4,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-04-30,116,46.0,73.0,59.0,43.857143,48.214287,1.6,0.0,1,5,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-01,73,116.0,60.0,53.0,50.0,50.25,1.6,0.0,1,6,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-02,27,73.0,36.0,19.0,51.857143,50.964287,1.6,0.0,0,0,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-03,30,27.0,31.0,21.0,50.57143,51.25,1.6,0.0,0,1,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-04,54,30.0,29.0,29.0,50.42857,51.57143,1.6,0.0,0,2,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-05,48,54.0,32.0,41.0,54.0,52.464287,1.6,0.0,0,3,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-06,101,48.0,46.0,70.0,56.285713,52.714287,1.6,0.0,0,4,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-07,89,101.0,116.0,82.0,64.14286,53.82143,1.6,0.0,1,5,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-08,62,89.0,73.0,62.0,60.285713,54.07143,1.6,0.0,1,6,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-09,41,62.0,27.0,27.0,58.714287,54.07143,1.6,0.0,0,0,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-10,26,41.0,30.0,34.0,60.714287,54.57143,1.6,0.0,0,1,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-11,50,26.0,54.0,37.0,60.142857,54.285713,1.6,0.0,0,2,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-12,25,50.0,48.0,49.0,59.57143,54.75,1.6,0.0,0,3,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-13,63,25.0,101.0,70.0,56.285713,53.892857,1.6,0.0,0,4,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-14,74,63.0,89.0,79.0,50.857143,53.642857,1.6,0.0,1,5,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-15,69,74.0,62.0,62.0,48.714287,53.464287,1.6,0.0,1,6,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-16,34,69.0,41.0,65.0,49.714287,53.714287,1.6,0.0,0,0,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-17,40,34.0,26.0,29.0,48.714287,52.607143,1.6,0.0,0,1,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-18,41,40.0,50.0,40.0,50.714287,53.0,1.6,0.0,0,2,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-19,49,41.0,25.0,24.0,49.42857,53.035713,1.6,0.0,0,3,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-20,66,49.0,63.0,91.0,52.857143,53.92857,1.6,0.0,0,4,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-21,63,66.0,74.0,73.0,53.285713,53.035713,1.6,0.0,1,5,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_2,2016-05-22,59,63.0,69.0,60.0,51.714287,52.67857,1.6,0.0,1,6,5,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-04-25,133,130.0,86.0,61.0,108.71429,110.35714,1.6,0.0,0,0,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-04-26,117,133.0,100.0,62.0,115.42857,112.92857,1.6,0.0,0,1,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-04-27,113,117.0,88.0,71.0,117.85714,114.89286,1.6,0.0,0,2,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-04-28,99,113.0,77.0,130.0,121.42857,116.39286,1.6,0.0,0,3,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-04-29,196,99.0,141.0,156.0,124.57143,115.28571,1.6,0.0,0,4,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-04-30,132,196.0,139.0,133.0,132.42857,116.71429,1.6,0.0,1,5,4,2016,0
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-01,114,132.0,130.0,114.0,131.42857,116.67857,1.6,0.0,1,6,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-02,114,114.0,133.0,80.0,129.14285,116.67857,1.6,0.0,0,0,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-03,93,114.0,117.0,75.0,126.42857,117.89286,1.6,0.0,0,1,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-04,77,93.0,113.0,113.0,123.0,118.53571,1.6,0.0,0,2,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-05,83,77.0,99.0,81.0,117.85714,117.25,1.6,0.0,0,3,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-06,138,83.0,196.0,107.0,115.57143,117.32143,1.6,0.0,0,4,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-07,173,138.0,132.0,160.0,107.28571,118.42857,1.6,0.0,1,5,5,2016,1
FOODS_3_090,FOODS_3,FOODS,CA_3,2016-05-08,167,173.0,114.0,124.0,113.14286,118.89286,1.6,0.0,1,6,5,2016,1
